,beta_rolling_63j
2021-08-26,-0.10647345876282553
2021-08-27,-0.07833697196380736
2021-08-30,-0.08206683102165788
2021-08-31,-0.08206451451644071
2021-09-01,-0.1001927929005504
2021-09-02,-0.10402247363054852
2021-09-03,-0.09691356035102822
2021-09-06,-0.10218474044247022
2021-09-07,-0.11401515570095147
2021-09-08,-0.09153703016389668
2021-09-09,-0.10018833324558968
2021-09-10,-0.06779827086092681
2021-09-13,-0.06996206828198726
2021-09-14,-0.06528602887868576
2021-09-15,-0.06883135278645626
2021-09-16,-0.07069659192733711
2021-09-17,-0.06446919642762294
2021-09-20,-0.058186170905687645
2021-09-21,-0.11256123091892431
2021-09-22,-0.10953570673541171
2021-09-23,-0.11228296884753619
2021-09-24,-0.1385471646851683
2021-09-27,-0.12659343216073823
2021-09-28,-0.06828134873115074
2021-09-29,-0.09473883608895056
2021-09-30,-0.1225303736481482
2021-10-01,-0.12669626607108922
2021-10-04,-0.1002752639323012
2021-10-05,-0.07594221090497137
2021-10-06,-0.04995653049604849
2021-10-07,-0.07235394230787671
2021-10-08,-0.07560316615207163
2021-10-11,-0.07267288763385697
2021-10-12,-0.08091365979532898
2021-10-13,-0.07283889382525936
2021-10-14,-0.033281658255118605
2021-10-15,-0.019176117066851798
2021-10-18,-0.029514574261670416
2021-10-19,-0.029273700018652274
2021-10-20,-0.030346835895090525
2021-10-21,-0.03970468227294176
2021-10-22,-0.030221927850896547
2021-10-25,-0.02707936566275932
2021-10-26,-0.028462197932118335
2021-10-27,-0.01687990292613713
2021-10-28,-0.02292223442169261
2021-10-29,-0.02358949156906138
2021-11-01,-0.03345495112924631
2021-11-02,-0.024240283741245594
2021-11-03,-0.024462947264669684
2021-11-04,0.015814300082929483
2021-11-05,0.022972385071552283
2021-11-08,0.02262431579147052
2021-11-09,0.0208161016475014
2021-11-10,0.01685550452274554
2021-11-11,0.017171527073424706
2021-11-12,0.01577958419358285
2021-11-15,0.012535880103735648
2021-11-16,0.010923934694903546
2021-11-17,0.0064309820453082025
2021-11-18,0.005476164247744916
2021-11-19,0.012495908906625768
2021-11-22,0.011585726036737395
2021-11-23,0.008836456460283783
2021-11-24,0.010660800772607337
2021-11-25,0.009974150840812207
2021-11-26,-0.010737880259884959
2021-11-29,-0.020285828583280895
2021-11-30,-0.02061977653855036
2021-12-01,-0.033966541530967134
2021-12-02,-0.03340192026784022
2021-12-03,-0.030586237132779363
2021-12-06,-0.031910201124617094
2021-12-07,-0.00993301559281479
2021-12-08,-0.01655897948469235
2021-12-09,-0.016756818983341526
2021-12-10,-0.015064030483788599
2021-12-13,-0.014698359276632352
2021-12-14,-0.009836661029251157
2021-12-15,-0.010755362146602655
2021-12-16,-0.04464015559973276
2021-12-17,-0.040915681548669355
2021-12-20,-0.038253218610802005
2021-12-21,-0.042792637410453485
2021-12-22,-0.036671871962841975
2021-12-23,-0.03736239149016674
2021-12-24,-0.04146961010571394
2021-12-27,-0.039487555018516377
2021-12-28,-0.03626920705344807
2021-12-29,-0.033881677421370576
2021-12-30,-0.036765697440762586
2021-12-31,-0.03753185188689153
2022-01-03,-0.03816736625379021
2022-01-04,-0.03508318720389835
2022-01-05,-0.03273159687885962
2022-01-06,-0.02630855851348802
2022-01-07,-0.02352674920017718
2022-01-10,-0.021464516059489135
2022-01-11,-0.029230773545133384
2022-01-12,-0.02549884598254968
2022-01-13,-0.02486336472798549
2022-01-14,-0.02141862649594185
2022-01-17,-0.02296884112484932
2022-01-18,-0.02668850099099246
2022-01-19,-0.03152303915062312
2022-01-20,-0.031247171620084842
2022-01-21,-0.038830715457409286
2022-01-24,-0.019607642373154602
2022-01-25,-0.01836839467227144
2022-01-26,-0.013574756980577054
2022-01-27,-0.010160603665317762
2022-01-28,-0.017636968262405312
2022-01-31,-0.01893773043466192
2022-02-01,-0.03507317352703326
2022-02-02,-0.03435242039334325
2022-02-03,-0.033117829091615404
2022-02-04,-0.028156246170879973
2022-02-07,-0.02729351003881571
2022-02-08,-0.027395566272687095
2022-02-09,-0.021142531459310346
2022-02-10,-0.0196980927908806
2022-02-11,-0.021752274491297192
