,alpha_rolling_126d
2021-08-19,-0.00017743774028199585
2021-08-20,-0.00017465998844987652
2021-08-23,-0.0002084122684748402
2021-08-24,-0.00019346915020243265
2021-08-25,-0.00013521184551513609
2021-08-26,-0.00010210196824649236
2021-08-27,-1.0289917675865198e-05
2021-08-30,-2.5399120990822374e-05
2021-08-31,-1.5631801573424064e-05
2021-09-01,-3.4448308114109794e-05
2021-09-02,-1.5046499169779436e-05
2021-09-03,-3.967924527213134e-05
2021-09-06,-0.00010637169450050934
2021-09-07,-9.700351596260925e-05
2021-09-08,-9.063729189065205e-05
2021-09-09,-0.0001236626058120062
2021-09-10,-9.088781922570027e-05
2021-09-13,-7.901654370908492e-05
2021-09-14,-0.00010065044419615481
2021-09-15,-2.7149454042612285e-05
2021-09-16,1.7013293464386385e-05
2021-09-17,-2.3435796257306057e-05
2021-09-20,-7.811201170595108e-05
2021-09-21,-7.89911518597495e-05
2021-09-22,-7.139523698711926e-05
2021-09-23,-5.580732651099701e-05
2021-09-24,-6.0622844508978105e-05
2021-09-27,-6.264385327156135e-05
2021-09-28,-8.538253553627843e-05
2021-09-29,-8.138038968993722e-05
2021-09-30,-7.465201523930833e-05
2021-10-01,-8.281411856519981e-05
2021-10-04,-6.491916337248035e-05
2021-10-05,-6.575750425759831e-05
2021-10-06,-3.1943219284385425e-05
2021-10-07,-2.706445543299348e-05
2021-10-08,2.2420307820439554e-05
2021-10-11,1.3645139372976927e-05
2021-10-12,1.9835668468500567e-05
2021-10-13,5.7581136866279896e-05
2021-10-14,3.217875128605403e-05
2021-10-15,6.166686185181117e-05
2021-10-18,-9.193472744931978e-06
2021-10-19,-9.224695651489326e-07
2021-10-20,-3.0301402592447315e-05
2021-10-21,-7.189068075444367e-05
2021-10-22,-0.00014116489710422036
2021-10-25,-9.18375948622635e-05
2021-10-26,-9.480510867502636e-05
2021-10-27,-0.00012036390480901733
2021-10-28,-0.00011478466761645538
2021-10-29,-4.559829062380083e-05
2021-11-01,-9.486110884433974e-05
2021-11-02,-0.00010931830035984608
2021-11-03,-0.00013987195791209707
2021-11-04,-0.0001282685382758495
2021-11-05,-0.00011809605853111413
2021-11-08,-0.00011329928620936276
2021-11-09,-0.00014776261541127707
2021-11-10,-0.00014784389106161654
2021-11-11,-0.00013612562059738968
2021-11-12,-0.00015875632619678684
2021-11-15,-0.00015066250272457565
2021-11-16,-0.00014057058018803498
2021-11-17,-0.00015005628524557052
2021-11-18,-0.00017834805156288948
2021-11-19,-0.0002251042444529361
2021-11-22,-0.00022538087942071384
2021-11-23,-0.00021752670518177382
2021-11-24,-0.00019529181849850327
2021-11-25,-0.00018631596917729947
2021-11-26,-0.00014376581326789619
2021-11-29,-0.00014091867377990223
2021-11-30,-0.00017903470457509722
2021-12-01,-0.00020788463009907465
2021-12-02,-0.00015322691258185482
2021-12-03,-0.00016153691423680393
2021-12-06,-0.0001661461309885452
2021-12-07,-0.00017971815139204906
2021-12-08,-0.00017640805203968042
2021-12-09,-0.00019485910894596173
2021-12-10,-0.0001516320781869612
2021-12-13,-7.44892198287292e-05
2021-12-14,-4.325505059534773e-05
2021-12-15,-3.2065917581269076e-05
2021-12-16,-6.344627434106651e-05
2021-12-17,-3.663849967193085e-05
2021-12-20,-4.624370302511293e-05
2021-12-21,-1.818939002519452e-05
2021-12-22,-4.778834845438751e-05
2021-12-23,-1.2802754690931232e-05
2021-12-24,-2.5182135156498478e-05
2021-12-27,-1.9524340058455795e-05
2021-12-28,-2.1821827650090142e-05
2021-12-29,-1.2922900891890008e-05
2021-12-30,7.608463965242201e-06
2021-12-31,1.8534846231100834e-05
2022-01-03,-3.184070424688455e-05
2022-01-04,-3.203089590114931e-05
2022-01-05,-4.677552892005049e-05
2022-01-06,-4.210958149137885e-05
2022-01-07,-4.092858951138396e-05
2022-01-10,-2.2073223813573743e-05
2022-01-11,-3.167560437844572e-05
2022-01-12,-5.5204935234528644e-05
2022-01-13,-0.00012013428178667024
2022-01-14,-0.00013550438029127785
2022-01-17,-0.00015106014020876661
2022-01-18,-0.00016790396699919243
2022-01-19,-0.00018136849816262053
2022-01-20,-0.0002109138278938492
2022-01-21,-0.00026179165975545685
2022-01-24,-0.0002526528735776673
2022-01-25,-0.00025498426567251517
2022-01-26,-0.00021719022255649084
2022-01-27,-0.00016794421007736935
2022-01-28,-0.0001570491118041592
2022-01-31,-0.00015673136608232828
2022-02-01,-0.0001475293934267758
2022-02-02,-0.00015838454019640114
2022-02-03,-0.00014194100347542302
2022-02-04,-0.00013747924573532318
2022-02-07,-0.0001292939863774379
2022-02-08,-0.00011454180490398186
2022-02-09,-0.00012321499966039506
2022-02-10,-9.122603587536362e-05
2022-02-11,-5.620702442970467e-05
2022-02-14,-5.010765925673704e-05
2022-02-15,-6.718381696135035e-05
2022-02-16,-9.336784971129283e-05
2022-02-17,-0.0001212012801256983
2022-02-18,-0.00011197255718278154
2022-02-21,-0.00011537815472935931
2022-02-22,-0.00011687108891325135
2022-02-23,-0.00011245332734830995
2022-02-24,-0.00012335901518656958
2022-02-25,-0.00015133144337996102
2022-02-28,-0.00017189188900801905
2022-03-01,-0.0002392696112802969
2022-03-02,-0.00017765628180323666
2022-03-03,-0.00013960869798651756
2022-03-04,-0.00014587676386878604
2022-03-07,-0.00013582172749320223
2022-03-08,-0.00012781388236754023
2022-03-09,-9.76111707789656e-05
2022-03-10,-9.393548138852674e-05
2022-03-11,-5.621606281428847e-05
2022-03-14,-4.173732389642377e-05
2022-03-15,-1.58045762009221e-05
2022-03-16,-6.726525278256012e-05
2022-03-17,-9.655822620813967e-05
2022-03-18,-0.00013444336463318203
2022-03-21,-0.00013411403553511243
2022-03-22,-0.00010780564488335292
2022-03-23,-5.629245675431905e-05
2022-03-24,-4.495993261916656e-05
2022-03-25,-1.9180496214625575e-05
2022-03-28,-1.8049225100598917e-05
2022-03-29,-3.714478545926419e-05
2022-03-30,-6.24534573373962e-05
2022-03-31,-4.276698740946176e-05
2022-04-01,-3.1425414946320744e-05
2022-04-04,-3.774574402955811e-05
2022-04-05,-8.360672819417772e-06
2022-04-06,-2.289535836132467e-05
2022-04-07,3.434851799754588e-06
2022-04-08,-1.2629515407306537e-05
2022-04-11,-3.341979793361508e-05
2022-04-12,-4.405307443494851e-05
2022-04-13,-4.8126198564404454e-05
2022-04-14,-1.4211768134818886e-05
2022-04-15,3.921206509212019e-07
2022-04-18,4.3765346568583055e-05
2022-04-19,4.1949278221377246e-05
2022-04-20,2.0977650218651822e-05
2022-04-21,7.021396937833548e-05
2022-04-22,5.003845423548856e-05
2022-04-25,3.6159846484012825e-05
2022-04-26,2.3453622025801256e-05
2022-04-27,4.235983515647809e-05
2022-04-28,7.59475441929314e-05
2022-04-29,0.00014475781836649474
2022-05-02,0.0001562973272744351
2022-05-03,0.00015620665298600995
2022-05-04,0.00017276299143779658
2022-05-05,0.00016503878924088887
2022-05-06,0.00016434918520387288
2022-05-09,0.00016110412610426776
2022-05-10,0.00015761820310125716
2022-05-11,0.00011572223702826168
2022-05-12,0.00010746717724093259
2022-05-13,0.00016740577491095618
2022-05-16,0.00016252455956949026
2022-05-17,0.00017027479560718258
2022-05-18,0.00017162718845288314
2022-05-19,0.00013734438657160588
2022-05-20,0.00014434434945503552
2022-05-23,0.0001414417755041432
2022-05-24,0.00012004949801745592
2022-05-25,0.00015697725991290786
2022-05-26,0.00018425008398394616
2022-05-27,0.00016779900134307677
2022-05-30,0.00019004751044333245
2022-05-31,0.0001928854696653134
2022-06-01,0.00022256361799262195
2022-06-02,0.0002347954756770729
2022-06-03,0.00025651783138030975
2022-06-06,0.0002629041998378551
2022-06-07,0.0002620658240394885
2022-06-08,0.00026218091826335217
2022-06-09,0.000258926171166599
2022-06-10,0.00029613445548809964
2022-06-13,0.00027270722134953664
2022-06-14,0.00028985203107922166
2022-06-15,0.0001900638902490459
2022-06-16,0.00019103262544548747
2022-06-17,0.00017900383173763534
2022-06-20,0.00017937702346070594
2022-06-21,0.00017891930547660152
2022-06-22,0.00013688615608367833
2022-06-23,8.642180114404063e-05
2022-06-24,8.250751924510175e-05
2022-06-27,0.00012516163879544248
2022-06-28,0.00013656242319640968
2022-06-29,0.00013989464575800447
2022-06-30,0.00010970240317985655
2022-07-01,6.959900294977948e-05
2022-07-04,7.632425471619263e-05
2022-07-05,8.670438133792188e-05
2022-07-06,8.137899049877364e-05
2022-07-07,0.0001272863844570022
2022-07-08,0.00016863937480508003
2022-07-11,0.0001754118274520522
2022-07-12,0.00014122839095651778
2022-07-13,0.00018420512832850142
2022-07-14,0.000223967898568675
2022-07-15,0.00024937878878551864
2022-07-18,0.00029662747756338607
2022-07-19,0.00029694454865291525
2022-07-20,0.0003050228019671054
2022-07-21,0.00024690156041378526
2022-07-22,0.0001429682233136977
2022-07-25,0.00012028853727621986
2022-07-26,0.00013097057394182723
2022-07-27,0.00011133626970704873
2022-07-28,0.00010288338173968658
2022-07-29,0.00011393030170119406
2022-08-01,0.00012944398332937103
2022-08-02,0.00012886270919213258
2022-08-03,0.00013742967732610563
2022-08-04,0.00013156054158641547
2022-08-05,0.00017273417119848734
2022-08-08,0.00015588068032667787
2022-08-09,0.0001411003246145188
2022-08-10,0.00015137123291851314
2022-08-11,0.00018066026590633305
2022-08-12,0.00023816715986566092
2022-08-15,0.000245320612249951
2022-08-16,0.0002478681343513763
2022-08-17,0.0002718736907013259
2022-08-18,0.00028296807445849577
2022-08-19,0.000282414834871056
2022-08-22,0.00026048003577950084
2022-08-23,0.00025103871270076904
2022-08-24,0.00032634553801027426
2022-08-25,0.0002700051328497031
2022-08-26,0.00025461779307684406
2022-08-29,0.000232096219896205
2022-08-30,0.00023259300856651933
2022-08-31,0.00023149805500703033
2022-09-01,0.00023055290822209884
2022-09-02,0.00024130163982999983
2022-09-05,0.00019506496784149632
2022-09-06,0.00018971477083695019
2022-09-07,0.000135892465541091
2022-09-08,0.00020719182468021405
2022-09-09,0.00020524497614586004
2022-09-12,0.0002010732067058324
2022-09-13,0.0002229110515850203
2022-09-14,0.00020238394889845096
2022-09-15,0.00019421429910513298
2022-09-16,0.00016698169676311107
2022-09-19,0.00013120294252588573
2022-09-20,0.00014840103583556123
2022-09-21,0.0001770692883792544
2022-09-22,0.00018621714952198396
2022-09-23,0.0002233701125220746
2022-09-26,0.00019060056264821033
2022-09-27,0.00019701181086674498
2022-09-28,0.00014917899664260758
2022-09-29,0.00014906146744963407
2022-09-30,0.0001441192408038908
2022-10-03,0.00013306108993036295
2022-10-04,0.00013165165725371677
2022-10-05,0.00013389499589505071
2022-10-06,0.0001711909976502932
2022-10-07,0.00015851634093137518
2022-10-10,0.0001513117809395183
2022-10-11,0.0001545193730071085
2022-10-12,0.00015581895072605374
2022-10-13,0.00019417754012658714
2022-10-14,0.00017152307550967276
2022-10-17,0.0002130112896934761
2022-10-18,0.0001947521651031597
2022-10-19,0.000229748638316824
2022-10-20,0.00024568715646665573
2022-10-21,0.00018275108338462607
2022-10-24,0.00020677869323318702
2022-10-25,0.00020066430884394621
2022-10-26,0.00014421229663284086
2022-10-27,0.00013832189162999846
2022-10-28,0.0001383731667217922
2022-10-31,0.00014124053393245207
2022-11-01,0.0001681551615340378
2022-11-02,0.00015148576808169154
2022-11-03,0.00019468424155619576
2022-11-04,0.00019554230522485434
2022-11-07,0.0001510166271222978
2022-11-08,0.00013296465049162797
2022-11-09,0.0001092231917962741
2022-11-10,8.250884762584004e-05
2022-11-11,9.398671612455578e-05
2022-11-14,9.341788491251934e-05
2022-11-15,7.610460936058688e-05
2022-11-16,0.00010226503233061246
2022-11-17,8.468410275875402e-05
2022-11-18,8.352286801837299e-05
2022-11-21,7.6545103684498e-05
2022-11-22,9.310624386904036e-05
2022-11-23,8.845715620721872e-05
2022-11-24,7.528172060098306e-05
2022-11-25,6.008081094450299e-05
2022-11-28,4.621112515297359e-05
2022-11-29,4.343288517176194e-05
2022-11-30,4.952603095527373e-05
2022-12-01,3.129066631700891e-05
2022-12-02,-3.991156766693387e-06
2022-12-05,-1.7562208424141748e-05
2022-12-06,-9.925620147675424e-07
2022-12-07,-1.6257867327511153e-05
2022-12-08,-8.082064202989206e-07
2022-12-09,3.0219310882932858e-05
2022-12-12,1.567443552303977e-05
2022-12-13,2.1487960134761477e-05
2022-12-14,6.6063138995538015e-06
2022-12-15,1.3775633259531204e-05
2022-12-16,1.8937438252477282e-05
2022-12-19,5.856502636303658e-06
2022-12-20,-1.788317151660204e-05
2022-12-21,7.713892390093132e-06
2022-12-22,-2.1962673427871543e-05
2022-12-23,4.1137073458483426e-05
2022-12-26,6.984314215306635e-05
2022-12-27,6.659951204477082e-05
2022-12-28,5.325503928164838e-05
2022-12-29,5.634944858952567e-05
2022-12-30,-1.584602487090061e-06
2023-01-02,-1.9004786878269584e-06
2023-01-03,-7.205011923922051e-06
2023-01-04,2.564046216387254e-05
2023-01-05,9.854634088779819e-06
2023-01-06,1.5462666181051853e-05
2023-01-09,-3.5707113378220077e-06
2023-01-10,-2.665457060177001e-06
2023-01-11,2.542943162267718e-06
2023-01-12,-9.706210432795448e-06
2023-01-13,-2.5331951458883718e-06
2023-01-16,4.277503089111594e-05
2023-01-17,6.109692163902702e-05
2023-01-18,4.3391293486339464e-05
2023-01-19,4.8225716240443196e-05
2023-01-20,6.206345282992435e-05
2023-01-23,6.874669622415905e-05
2023-01-24,5.689329539678951e-05
2023-01-25,6.673943066331493e-05
2023-01-26,6.123387275890002e-05
2023-01-27,7.835205827429847e-05
2023-01-30,5.75663591117115e-07
2023-01-31,-1.2238574142844406e-05
2023-02-01,2.5948184217789653e-06
2023-02-02,5.081752076585099e-06
2023-02-03,3.2329681960475444e-06
2023-02-06,-3.32820369625777e-05
2023-02-07,-4.2988653788797625e-05
2023-02-08,-3.592888085729139e-05
2023-02-09,-2.9484912031288888e-05
2023-02-10,-3.094459247806372e-05
2023-02-13,-2.7559472404981505e-05
2023-02-14,-3.162991680930892e-05
2023-02-15,-4.0097873649583896e-05
2023-02-16,-5.442669493535098e-05
2023-02-17,-5.036901425873358e-05
2023-02-20,-5.494287784381093e-05
2023-02-21,-4.033971423389161e-05
2023-02-22,-3.786996153552477e-05
2023-02-23,-2.5680524945502037e-05
2023-02-24,-3.194801532368926e-05
2023-02-27,-4.358833515180172e-05
2023-02-28,-3.85079408688583e-05
2023-03-01,-1.0587078096464766e-05
2023-03-02,2.4422671663943293e-05
2023-03-03,-2.875472558984262e-06
2023-03-06,-2.54779577036629e-06
2023-03-07,-6.444651733679612e-06
2023-03-08,-2.2187701731030085e-05
2023-03-09,-2.8976578157793865e-05
2023-03-10,-7.151563613502552e-05
2023-03-13,-6.723034991094911e-05
2023-03-14,-3.283940886716516e-05
2023-03-15,-0.00010781380075526978
2023-03-16,-0.00011843500617183782
2023-03-17,-0.00010418755565486203
2023-03-20,-0.00015413582245567162
2023-03-21,-9.348132700318844e-05
2023-03-22,-0.00010828535352185999
2023-03-23,-0.00010001676118648068
2023-03-24,-9.440838520509529e-05
2023-03-27,-9.156471932154893e-05
2023-03-28,-0.00010627871759264938
2023-03-29,-9.874196886577629e-05
2023-03-30,-6.842215329832478e-05
2023-03-31,-0.00010783320584428389
2023-04-03,-0.0001261313492330133
2023-04-04,-0.00012157921335833935
2023-04-05,-0.00013043360141793713
2023-04-06,-0.00012420513845569657
2023-04-07,-0.00014225650115466294
2023-04-10,-0.00012269641004920162
2023-04-11,-0.00013480849179640605
2023-04-12,-0.00010961276407827871
2023-04-13,-0.00013063380930976472
2023-04-14,-0.00014480410405823951
2023-04-17,-0.00013474358863271526
2023-04-18,-0.00013833209850296852
2023-04-19,-0.00012946347072854554
2023-04-20,-0.00010613944254870979
2023-04-21,-0.00010111911974947517
2023-04-24,-0.00011216474562598381
2023-04-25,-0.00010379213373994177
2023-04-26,-0.00010566256058909175
2023-04-27,-7.673664648961539e-05
2023-04-28,-0.00010443827429065697
2023-05-01,-8.328213450005035e-05
2023-05-02,-8.566852446698661e-05
2023-05-03,-7.747442416188126e-05
2023-05-04,-8.143581271652526e-05
2023-05-05,-1.8510656324443497e-05
2023-05-08,-1.907746068266736e-05
2023-05-09,-2.9264482841416687e-05
2023-05-10,-1.3528412471638333e-06
2023-05-11,-7.446793615673433e-06
2023-05-12,5.420770918755288e-06
2023-05-15,-2.7986787687996623e-06
2023-05-16,-1.6822038519354104e-05
2023-05-17,-2.0045602386272888e-05
2023-05-18,4.459422370285411e-06
2023-05-19,-3.954039962575863e-06
2023-05-22,9.064624549903239e-06
2023-05-23,2.721784050379333e-06
2023-05-24,-2.974802118910927e-05
2023-05-25,-5.699448202015396e-05
2023-05-26,-3.0105058531920153e-05
2023-05-29,-6.914497082053527e-06
2023-05-30,1.5238054946288976e-06
2023-05-31,-6.662194742844387e-06
2023-06-01,5.034440535101676e-06
2023-06-02,1.8782819940054506e-05
2023-06-05,2.3890494871402808e-05
2023-06-06,2.7252304409415134e-05
2023-06-07,3.433927745843488e-05
2023-06-08,3.614135844193629e-05
2023-06-09,1.5638071228419845e-05
2023-06-12,3.481777366231405e-05
2023-06-13,3.190940453639546e-05
2023-06-14,6.5675719730581e-05
2023-06-15,5.011670024769493e-05
2023-06-16,9.879479996878147e-05
2023-06-19,6.808506203275294e-05
2023-06-20,7.705986409014607e-05
2023-06-21,0.00010286087365191779
2023-06-22,9.33761858948433e-05
2023-06-23,0.0001031680503332082
2023-06-26,0.0001281887245568672
2023-06-27,0.00010967596185863709
2023-06-28,0.00012565518731519682
2023-06-29,0.00014575715361450737
2023-06-30,0.00013939960589598268
2023-07-03,0.00013566508600551354
2023-07-04,0.0001316960591664042
2023-07-05,0.00013569530264567517
2023-07-06,0.00011613612433825063
2023-07-07,0.00010150136844442704
2023-07-10,9.974064760299985e-05
2023-07-11,0.00010395556130899287
2023-07-12,0.00010107747133646244
2023-07-13,0.00011625607588564328
2023-07-14,0.0001139333264866179
2023-07-17,0.00010847369678287805
2023-07-18,0.00011600742828619132
2023-07-19,0.00011273293595131017
2023-07-20,0.00011970988032547657
2023-07-21,0.0001155817184854072
2023-07-24,0.00011053544140217088
2023-07-25,0.0001155730531216691
2023-07-26,0.00011197585123440348
2023-07-27,0.00013732603120721187
2023-07-28,0.00017179195932363306
2023-07-31,0.00016153147537354418
2023-08-01,0.0001528592735695244
2023-08-02,0.00014724138674237795
2023-08-03,0.00012440016008523916
2023-08-04,0.00011819383207360202
2023-08-07,0.00010698413387687031
2023-08-08,0.00010811893076672981
2023-08-09,0.00015347876010021123
2023-08-10,0.00016477084059765033
2023-08-11,0.00016806687352336698
2023-08-14,0.00016533918774484655
2023-08-15,0.00016291976776407576
2023-08-16,0.00015642795438085145
2023-08-17,0.00017748349916004873
2023-08-18,0.00017060491489188118
2023-08-21,0.00016464897080690913
2023-08-22,0.0001813640938510679
2023-08-23,0.00016856327540180037
2023-08-24,0.00013947478601509904
2023-08-25,0.00011067511338555842
2023-08-28,0.00011099888543979655
2023-08-29,0.00010661622575763811
2023-08-30,8.97341587549252e-05
2023-08-31,9.075972486985619e-05
2023-09-01,9.151863171795e-05
2023-09-04,0.00013394635510699613
2023-09-05,0.00012505773802406038
2023-09-06,9.078730526787101e-05
2023-09-07,0.0001695565949120534
2023-09-08,0.00017830750070019512
2023-09-11,0.0001680265994336392
2023-09-12,0.00018856464250421433
2023-09-13,0.00012826863191901864
2023-09-14,0.0001192659514811545
2023-09-15,0.0001461522919473144
2023-09-18,0.000164903787883649
2023-09-19,0.00017298612458424995
2023-09-20,0.00017041256686332304
2023-09-21,0.00015874554340646822
2023-09-22,0.00013998035916229398
2023-09-25,0.00015519017560746822
2023-09-26,0.00015696719819932752
2023-09-27,0.00014939587452666094
2023-09-28,0.0001234532882319126
2023-09-29,0.0001364277159894093
2023-10-02,0.00013842888050936167
2023-10-03,0.00011348210872768045
2023-10-04,8.769469405979936e-05
2023-10-05,7.278186558044623e-05
2023-10-06,4.473282108562112e-05
2023-10-09,2.3967340198260414e-05
2023-10-10,4.36784538740501e-05
2023-10-11,5.021017570712104e-05
2023-10-12,5.6095377440768755e-05
2023-10-13,0.0001051977364158003
2023-10-16,0.00012215784799244483
2023-10-17,8.905942595681111e-05
2023-10-18,9.988542413725044e-05
2023-10-19,7.433387393875757e-05
2023-10-20,5.297936932832804e-05
2023-10-23,5.534263841136384e-05
2023-10-24,5.470965508245036e-05
2023-10-25,1.2835834714484254e-05
2023-10-26,5.239922375374368e-06
2023-10-27,3.492910825943668e-05
2023-10-30,1.8605237145070978e-05
2023-10-31,2.2079512798149202e-05
2023-11-01,5.2196378138982894e-05
2023-11-02,4.6955036519171524e-05
2023-11-03,6.840471168465684e-05
2023-11-06,5.8032655273857584e-05
2023-11-07,4.464794266699231e-05
2023-11-08,6.151255921812599e-05
2023-11-09,8.551191437069006e-05
2023-11-10,6.169103834734818e-05
2023-11-13,6.334657850726249e-05
2023-11-14,3.438433757488952e-05
2023-11-15,5.240099763014499e-05
2023-11-16,9.647212214249032e-05
2023-11-17,9.508024629491594e-05
2023-11-20,9.399806379322993e-05
2023-11-21,8.85297510493807e-05
2023-11-22,8.329704454432043e-05
2023-11-23,0.00010631898089536342
2023-11-24,0.00011535742951343992
2023-11-27,0.00011163361743166029
2023-11-28,9.384905085948266e-05
2023-11-29,9.436660540861191e-05
2023-11-30,8.286097155643004e-05
2023-12-01,7.886097415039196e-05
2023-12-04,8.998625085007242e-05
2023-12-05,0.000100732717864206
2023-12-06,0.00013004964280660604
2023-12-07,0.00011961630996624526
2023-12-08,0.00010898782384168978
2023-12-11,8.73361762557501e-05
2023-12-12,4.519000899465483e-05
2023-12-13,5.813893383977141e-06
2023-12-14,8.262508601043601e-06
2023-12-15,-2.617818631864599e-05
2023-12-18,-3.034337333390287e-05
2023-12-19,-3.8394971839358986e-05
2023-12-20,-1.3725713427565798e-05
2023-12-21,7.433489470630932e-06
2023-12-22,-2.65578461430694e-05
2023-12-25,-2.050408604117344e-05
2023-12-26,-2.109212241841182e-05
2023-12-27,-1.9831493413438668e-05
2023-12-28,-3.130839469924492e-05
2023-12-29,-2.9917282571803506e-05
2024-01-01,-1.2955855863283768e-05
2024-01-02,-1.122658978826413e-05
2024-01-03,-3.0071946831105033e-05
2024-01-04,-5.04070644247154e-05
2024-01-05,-4.399000190478566e-05
2024-01-08,-5.398394498265956e-05
2024-01-09,-5.5355880001108205e-05
2024-01-10,-2.768698753906023e-05
2024-01-11,7.309652074000597e-05
2024-01-12,5.2640430994020953e-05
2024-01-15,4.3885344762335255e-05
2024-01-16,3.3218610216782357e-05
2024-01-17,2.1003782104076884e-05
2024-01-18,4.492032149475932e-05
2024-01-19,4.8845989811782956e-06
2024-01-22,-2.039713810359217e-05
2024-01-23,-1.917001831681152e-05
2024-01-24,1.1376365491595154e-05
2024-01-25,2.1920329928959634e-05
2024-01-26,7.899344622051485e-05
2024-01-29,6.42850799419401e-05
2024-01-30,3.082790890846951e-05
2024-01-31,2.174201775714244e-05
2024-02-01,-5.87405763914614e-06
2024-02-02,2.340014501383846e-05
2024-02-05,8.189636809708453e-06
2024-02-06,-2.4525232933893907e-06
2024-02-07,-3.047298008419488e-05
2024-02-08,-7.420252352146104e-05
2024-02-09,-0.00011546554338324284
2024-02-12,-0.00011619852384407732
2024-02-13,-0.0001288532045399357
2024-02-14,-9.704076328895612e-05
2024-02-15,-7.933273953935665e-05
2024-02-16,-0.0001013125558137817
2024-02-19,-8.652026988857974e-05
2024-02-20,-6.641152559916097e-05
2024-02-21,-6.965111296359478e-05
2024-02-22,-2.5748242185445944e-05
2024-02-23,-1.3390073591990214e-05
2024-02-26,-1.1296662117893155e-05
2024-02-27,-3.3720535619437064e-06
2024-02-28,1.4668544641646035e-05
2024-02-29,-5.439802945577161e-06
2024-03-01,3.610091503245177e-05
2024-03-04,2.869563489994472e-05
2024-03-05,-4.123350031817212e-06
2024-03-06,-3.64277208687e-05
2024-03-07,-9.173608113682269e-05
2024-03-08,-5.621895886001543e-05
2024-03-11,-6.771716486342447e-05
2024-03-12,-4.703934048813685e-05
2024-03-13,-1.8648681576193205e-05
2024-03-14,3.959476256338112e-06
2024-03-15,-7.956984398372607e-06
2024-03-18,-1.7365606815068443e-05
2024-03-19,-3.0450878932410992e-05
2024-03-20,-2.2960342914930525e-05
2024-03-21,-3.2133990591849595e-06
2024-03-22,8.609323737274302e-05
