Date,sat_custom_oos_daily_ret
2025-07-21,-0.0020580755014017443
2025-07-22,0.0014152503806735084
2025-07-23,-0.002402434095972628
2025-07-24,-0.0045073593695374595
2025-07-25,0.0004296777533816795
2025-07-28,-0.00010136579288876876
2025-07-29,0.003730463250674301
2025-07-30,0.004096094359083131
2025-07-31,0.0012874116913226465
2025-08-01,0.004906787953107328
2025-08-04,-0.0011716919596081298
2025-08-05,-0.001193201290326145
2025-08-06,-0.0026703865512943898
2025-08-07,0.0009774404945761103
2025-08-08,-0.0018566940958956331
2025-08-11,0.0009391585905275519
2025-08-12,-0.002467807654949481
2025-08-13,-0.0012109258229039133
2025-08-14,0.0030037437069715435
2025-08-15,-0.0018112501343397142
2025-08-18,0.000851042614182092
2025-08-19,-0.0024925933479214846
2025-08-20,0.0014157754409442316
2025-08-21,0.0017649918841134602
2025-08-22,-0.00616616161167159
2025-08-25,-0.0012526714572921088
2025-08-26,0.002943948604157853
2025-08-27,6.869128916969468e-05
2025-08-28,-0.0018848895164833475
2025-08-29,-0.000605675016533332
2025-09-01,0.0033586482312275225
2025-09-02,0.0007186985621374233
2025-09-03,-0.0030783843032893467
2025-09-04,-4.3605041625174905e-05
2025-09-05,-0.001394681091461117
2025-09-08,-0.0021513862289730657
2025-09-09,0.0013206919618879924
2025-09-10,0.0007899292772154843
2025-09-11,-0.0018620290205206681
2025-09-12,-0.00013384744446532794
2025-09-15,0.0009366449191903932
2025-09-16,0.0009783549016225603
2025-09-17,-0.0014005886863222748
2025-09-18,3.662485561463801e-05
2025-09-19,0.0035068372726350704
2025-09-22,-0.0001537300183021745
2025-09-23,0.0003168474004471397
2025-09-24,0.0008883483825963788
2025-09-25,-0.00016379905432466552
2025-09-26,-0.0005150070102486444
2025-09-29,-0.0006758046732888623
2025-09-30,0.0010284105237322717
2025-10-01,-0.0011531182582833783
2025-10-02,0.0004945515923244072
2025-10-03,-0.0014722536878234245
2025-10-06,0.0008530266885546593
2025-10-07,0.002247033514883925
2025-10-08,0.0008991997091904602
2025-10-09,0.0028504725980195247
2025-10-10,0.003430053172540335
2025-10-13,-0.003414992635665358
2025-10-14,0.0037774495893755184
2025-10-15,-0.0026350395845878742
2025-10-16,0.0028716992878669175
2025-10-17,0.0038129467467670443
2025-10-20,-0.011888884460502536
2025-10-21,-0.00021724948774937914
2025-10-22,0.002580788919385579
2025-10-23,-0.000922978723132368
2025-10-24,-0.0035841593433379353
2025-10-27,-0.001391398231870914
2025-10-28,0.003510801165286707
2025-10-29,0.004116935695162848
2025-10-30,0.0027563089170125404
2025-10-31,0.0034619967171228665
2025-11-03,0.002183170009111963
2025-11-04,0.0007102009338089492
2025-11-05,-0.0024238314180859886
2025-11-06,0.0021479158921099877
2025-11-07,-0.0028446357253625577
2025-11-10,-0.004336866764160786
2025-11-11,-0.00044999155067272623
2025-11-12,0.0015632606549876088
2025-11-13,0.00043267451094427525
2025-11-14,0.000665001074396221
2025-11-17,-0.0002711171665219155
2025-11-18,0.006400285964091507
2025-11-19,-0.001334571271822441
2025-11-20,-0.002735194018804786
2025-11-21,0.0050940588568873756
2025-11-24,-0.005685194377725076
2025-11-25,-0.0018671389928623472
2025-11-26,-0.0027225126604007166
2025-11-27,-0.0008733681391719641
2025-11-28,0.0005744737271056949
2025-12-01,-0.001481112538648169
2025-12-02,-0.00039188478033323206
2025-12-03,-0.0016419333436840432
2025-12-04,-0.00027137860223780126
2025-12-05,-0.0011292146058600426
2025-12-08,0.0009121664583403254
2025-12-09,0.0006856526680119621
2025-12-10,-0.00036407491516826597
2025-12-11,-0.003418180797167333
2025-12-12,0.0005952540055658014
2025-12-15,-0.003321999751933324
2025-12-16,0.000804811593730258
2025-12-17,-0.0012959911386220546
2025-12-18,-0.002004686343356884
2025-12-19,-0.0008557737630655052
2025-12-22,-0.0015968038532813147
2025-12-23,-1.7882349151787585e-06
2025-12-24,0.0005879660103834028
2025-12-25,0.0
2025-12-26,0.0
2025-12-29,0.0032771048149956073
2025-12-30,-0.0006373842030483
2025-12-31,0.001378218855086488
