,alpha_rolling_63d
2021-07-01,-0.000298786798158128
2021-07-02,-0.00031462422617303847
2021-07-05,-0.0003343214673231877
2021-07-06,-0.000367568153189367
2021-07-07,-0.00041548045275392113
2021-07-08,-0.0005142346081825365
2021-07-09,-0.0003487045575350696
2021-07-12,-0.00034040226160884316
2021-07-13,-0.00028409552454111513
2021-07-14,-0.0003097028019891687
2021-07-15,-0.00035013003836153415
2021-07-16,-0.0002394069028075246
2021-07-19,-0.00023636470252651708
2021-07-20,-0.0002057937931214566
2021-07-21,-0.00029283559272297137
2021-07-22,-0.0002669289820216024
2021-07-23,-0.00030600819072788436
2021-07-26,-0.00036666110002083716
2021-07-27,-0.00044479425800824745
2021-07-28,-0.0003146709762934878
2021-07-29,-0.00029355201098318494
2021-07-30,-0.00024689907930490116
2021-08-02,-0.0002607131790827619
2021-08-03,-0.00013401946039589332
2021-08-04,-0.00024292087343571838
2021-08-05,-0.0002131111477177898
2021-08-06,-0.0004030967699780351
2021-08-09,-0.0002627323881474344
2021-08-10,-0.00021590244131004013
2021-08-11,-0.00022531889840801762
2021-08-12,-0.0002609082923132344
2021-08-13,-0.00032900337665094147
2021-08-16,-0.000347510022666815
2021-08-17,-0.00036480196523071485
2021-08-18,-0.0003247159622236977
2021-08-19,-0.0003054178937890561
2021-08-20,-0.0003033709945763364
2021-08-23,-0.0003203326673721766
2021-08-24,-0.000409870465002404
2021-08-25,-0.00038451580458958624
2021-08-26,-0.0003981718422785232
2021-08-27,-0.00039076733817961125
2021-08-30,-0.0003779013155187044
2021-08-31,-0.0003544865258685977
2021-09-01,-0.0002897600280446647
2021-09-02,-0.0002638210734860012
2021-09-03,-0.0002115478470849974
2021-09-06,-0.00015672232230518323
2021-09-07,-0.00011925329771212074
2021-09-08,-0.0001313762453910371
2021-09-09,-0.00013367110286117767
2021-09-10,-0.00010884396466869512
2021-09-13,-0.00011246178763438875
2021-09-14,-7.17750728496265e-05
2021-09-15,0.00011748547721406359
2021-09-16,0.0001049251177345122
2021-09-17,7.388320372305203e-05
2021-09-20,9.868701046591253e-05
2021-09-21,0.00010204263180827586
2021-09-22,8.807383056420607e-05
2021-09-23,0.00016573548875632268
2021-09-24,0.00015050484392754567
2021-09-27,0.00019212203755083695
2021-09-28,0.00013171515142086968
2021-09-29,0.00015777032790973482
2021-09-30,0.00019084365252868766
2021-10-01,0.00021057140016416979
2021-10-04,0.000308562973902601
2021-10-05,0.0003800063109919358
2021-10-06,0.0002667093083070868
2021-10-07,0.00026755657314094037
2021-10-08,0.0002987618526702132
2021-10-11,0.00030837220706812687
2021-10-12,0.00034674614471650537
2021-10-13,0.0003227583039341568
2021-10-14,0.0002991560719883973
2021-10-15,0.0003268486508398844
2021-10-18,0.0002590325236538834
2021-10-19,0.00024360585320916988
2021-10-20,0.0002118205971209636
2021-10-21,0.00018672739400560416
2021-10-22,0.00012011855733057048
2021-10-25,8.229106198083847e-05
2021-10-26,5.932755021777413e-05
2021-10-27,-3.581266435688676e-05
2021-10-28,-1.3541671335323454e-05
2021-10-29,7.882482367584068e-06
2021-11-01,2.1666912741987814e-05
2021-11-02,-4.54714038235188e-05
2021-11-03,5.25597583530373e-06
2021-11-04,-0.0001333990152977426
2021-11-05,-0.00016184890917036052
2021-11-08,-0.0001405167644381859
2021-11-09,-0.00019193892078941006
2021-11-10,-0.00013518766035413272
2021-11-11,-0.00012669955340668102
2021-11-12,-0.00010692991751130675
2021-11-15,-0.00012852631661430238
2021-11-16,-9.162580645115627e-05
2021-11-17,-0.0001152073555334173
2021-11-18,-0.00015014036816678725
2021-11-19,-0.00015938601915123463
2021-11-22,-0.00015852394311277599
2021-11-23,-0.00014987451592046223
2021-11-24,-0.00011358026865916252
2021-11-25,-0.00011136546507667669
2021-11-26,-6.530890066982433e-05
2021-11-29,-0.00010731684192686369
2021-11-30,-0.00022389952876578092
2021-12-01,-0.0003072377920463745
2021-12-02,-0.00027367123105376734
2021-12-03,-0.0003006124441238712
2021-12-06,-0.00028097520254332167
2021-12-07,-0.0003270656767700437
2021-12-08,-0.00033474716521730965
2021-12-09,-0.0003563077606841107
2021-12-10,-0.0003142896353331618
2021-12-13,-0.0003288029123874133
2021-12-14,-0.00026781959260723014
2021-12-15,-0.00019896095602942422
2021-12-16,-0.00024965962394953066
2021-12-17,-0.0002079177416697308
2021-12-20,-0.00024826254709639744
2021-12-21,-0.0002612333545028941
2021-12-22,-0.0002815403262886944
2021-12-23,-0.0002494320043211539
2021-12-24,-0.00014901228180602647
2021-12-27,-0.0001670757428222928
2021-12-28,-0.00018882192309583327
2021-12-29,-0.00018474525780633508
2021-12-30,-0.00018880039646762106
2021-12-31,-0.00030096731853016196
2022-01-03,-0.0002662956620779418
2022-01-04,-0.00029365837626427665
2022-01-05,-0.0003329277758267407
2022-01-06,-0.00035135789003500685
2022-01-07,-0.000381519293784549
2022-01-10,-0.0003332967837951063
2022-01-11,-0.0003858096624828973
2022-01-12,-0.0004475409214457413
2022-01-13,-0.000496187895723962
2022-01-14,-0.0005192476468690449
2022-01-17,-0.0005086408170916052
2022-01-18,-0.000521747715396123
2022-01-19,-0.0004978048212020543
2022-01-20,-0.0005200861152816363
2022-01-21,-0.0006196056845451602
2022-01-24,-0.000535661140779708
2022-01-25,-0.0005379674778095163
2022-01-26,-0.0004757072132206688
2022-01-27,-0.00038330322596582525
2022-01-28,-0.00031283406130298223
2022-01-31,-0.00035805458690364386
2022-02-01,-0.00018634130135964936
2022-02-02,-0.00017973036363501697
2022-02-03,-0.00017344281938369514
2022-02-04,-0.00011328655934773074
2022-02-07,-0.00014997195235378144
2022-02-08,-0.000128681154500331
2022-02-09,-0.0001703124706333329
2022-02-10,-9.413514746781023e-05
2022-02-11,-8.093661060391296e-05
2022-02-14,-4.360333279823524e-05
2022-02-15,-4.009125346353587e-05
2022-02-16,-9.296728250248376e-05
2022-02-17,-0.00015445407089644865
2022-02-18,-0.00013439531757208423
2022-02-21,-0.0001881344202534172
2022-02-22,-0.00019443183854501295
2022-02-23,-0.0002045250606418758
2022-02-24,-0.0001958958803131104
2022-02-25,-0.00012474932082378142
2022-02-28,-8.329050206289371e-05
2022-03-01,-0.00024198724252158751
2022-03-02,-9.703834395454567e-05
2022-03-03,-5.4262131294570895e-05
2022-03-04,-3.332412776838495e-05
2022-03-07,-7.996552213275543e-06
2022-03-08,1.576680822442189e-05
2022-03-09,4.017864589189744e-05
2022-03-10,4.730920824832426e-05
2022-03-11,9.812021413148753e-05
2022-03-14,5.114497667671644e-05
2022-03-15,0.0001635310413258284
2022-03-16,2.01865210434115e-05
2022-03-17,2.2546558492393636e-05
2022-03-18,-5.271271529603084e-05
2022-03-21,-3.82651031182249e-05
2022-03-22,-1.7667452030436884e-05
2022-03-23,3.5197020288676807e-06
2022-03-24,4.712367000145128e-05
2022-03-25,0.00011772280610022163
2022-03-28,0.0001187608010145565
2022-03-29,7.711766600192294e-05
2022-03-30,0.00015020428965456046
2022-03-31,0.00016098838867098983
2022-04-01,0.00022479961077084842
2022-04-04,0.0002456362080589252
2022-04-05,0.00031682239789546096
2022-04-06,0.00031656781169898593
2022-04-07,0.00032461316895854536
2022-04-08,0.0003634865545310336
2022-04-11,0.00039432494175772355
2022-04-12,0.00041973975774926115
2022-04-13,0.0004317323428127575
2022-04-14,0.0004899881667864061
2022-04-15,0.0005265435392943716
2022-04-18,0.0005866735279261093
2022-04-19,0.0006098405598988955
2022-04-20,0.0006565760026271255
2022-04-21,0.0006788156529893957
2022-04-22,0.0006361072555521402
2022-04-25,0.0005311437484317851
2022-04-26,0.0004039948136615029
2022-04-27,0.00038878348855064956
2022-04-28,0.0004947361788064941
2022-04-29,0.000451195136545885
2022-05-02,0.0004676133038152048
2022-05-03,0.0004785322837142541
2022-05-04,0.00045989976212741114
2022-05-05,0.00047935357781881815
2022-05-06,0.0004481781169614663
2022-05-09,0.00046596320221345747
2022-05-10,0.00039743105972438154
2022-05-11,0.0003116572492086622
2022-05-12,0.0002620150104351224
2022-05-13,0.0003792445643532843
2022-05-16,0.0004228645928176878
2022-05-17,0.0004978114592667553
2022-05-18,0.0004796096529380857
2022-05-19,0.0004649600458024262
2022-05-20,0.0004852880845215983
2022-05-23,0.0004908231321472142
2022-05-24,0.0004386335034030756
2022-05-25,0.00043899604563065966
2022-05-26,0.0004516180278097025
2022-05-27,0.0005886745581941162
2022-05-30,0.0004875243499927369
2022-05-31,0.00044951633332875637
2022-06-01,0.00048157681888104956
2022-06-02,0.000478857230350943
2022-06-03,0.0004881711637389672
2022-06-06,0.0004801717330983092
2022-06-07,0.0004606113625367877
2022-06-08,0.00042450293943108695
2022-06-09,0.0004636860049106841
2022-06-10,0.00042561609560388866
2022-06-13,0.0005293614065558533
2022-06-14,0.000562002273228195
2022-06-15,0.00042824914837209864
2022-06-16,0.00042247409437050777
2022-06-17,0.000371991764922309
2022-06-20,0.00035006805669886103
2022-06-21,0.0003048107828639664
2022-06-22,0.00014281023758997156
2022-06-23,3.625856326298278e-05
2022-06-24,7.680182163929722e-05
2022-06-27,9.011381564756645e-05
2022-06-28,9.084258985064667e-05
2022-06-29,3.942497099923895e-05
2022-06-30,-5.42393344907829e-05
2022-07-01,-0.00019985830623518909
2022-07-04,-0.0001816811919253531
2022-07-05,-0.00016559486018751415
2022-07-06,-0.00020975391206461185
2022-07-07,-0.00012940909921726877
2022-07-08,-7.648873118847511e-05
2022-07-11,-7.674200825540803e-05
2022-07-12,-0.00019634683328096473
2022-07-13,-0.00015554833211062105
2022-07-14,-0.00014279254796152924
2022-07-15,-9.762894472628741e-05
2022-07-18,-6.29629425512107e-05
2022-07-19,-8.842797173902074e-05
2022-07-20,-8.068229007108407e-06
2022-07-21,-1.5594593759986735e-05
2022-07-22,-8.558328238214544e-05
2022-07-25,-0.00011846095292918082
2022-07-26,-0.00019779944802225628
2022-07-27,-0.00018751069763041722
2022-07-28,-0.0001903787948849974
2022-07-29,-0.00020475202813351632
2022-08-01,-0.00014740152411431528
2022-08-02,-0.00016748545939752448
2022-08-03,-0.00010025242134817621
2022-08-04,-8.89561249874197e-05
2022-08-05,8.010220541375102e-05
2022-08-08,0.00010510549363425678
2022-08-09,0.0001020093027846893
2022-08-10,1.8626389397904933e-05
2022-08-11,3.888851042903836e-05
2022-08-12,8.857323147792864e-05
2022-08-15,0.0001358685801727938
2022-08-16,0.00016346682727965737
2022-08-17,0.00019257284880045496
2022-08-18,0.0002012015219957379
2022-08-19,0.0002734321730023341
2022-08-22,0.00021900867224215533
2022-08-23,0.0001811032789312429
2022-08-24,0.00020166014885923466
2022-08-25,0.00020051639033383129
2022-08-26,0.0002214005010284174
2022-08-29,0.00012886385090828492
2022-08-30,0.00011648639518616134
2022-08-31,8.88664634334216e-05
2022-09-01,8.809720851033067e-05
2022-09-02,0.0001189495490565229
2022-09-05,7.064799329631342e-05
2022-09-06,1.6899958853488534e-05
2022-09-07,-4.3387999024727944e-05
2022-09-08,0.0001040764662103418
2022-09-09,8.754073067831112e-05
2022-09-12,0.00013978479664398646
2022-09-13,0.00027327698203927973
2022-09-14,0.0002714311376216398
2022-09-15,0.0002667836697722402
2022-09-16,0.00022680085768744427
2022-09-19,0.0002695765782166389
2022-09-20,0.00036013625602304515
2022-09-21,0.00036846484216373576
2022-09-22,0.00036017150869286957
2022-09-23,0.0004481786317400425
2022-09-26,0.00042598380139324766
2022-09-27,0.0005225489278348008
2022-09-28,0.000541047800529633
2022-09-29,0.0005066797589260739
2022-09-30,0.00048152422323917063
2022-10-03,0.0004940693380955881
2022-10-04,0.0004152141469780956
2022-10-05,0.0003610952298749866
2022-10-06,0.00043092211509440095
2022-10-07,0.0005104007526601319
2022-10-10,0.00045860267643794983
2022-10-11,0.00045790468879704704
2022-10-12,0.000394463284975526
2022-10-13,0.00044283427039410736
2022-10-14,0.00042023818207825533
2022-10-17,0.00041740633661423507
2022-10-18,0.00038604139309191
2022-10-19,0.0005327884779274323
2022-10-20,0.0006017148900029196
2022-10-21,0.000553127093198719
2022-10-24,0.0005945199946366968
2022-10-25,0.0005861611166350846
2022-10-26,0.0004833939641681067
2022-10-27,0.0004063418094137596
2022-10-28,0.00042578734709642263
2022-10-31,0.000361428793894765
2022-11-01,0.00041195664472747225
2022-11-02,0.00025123104085713943
2022-11-03,0.00029871236856672865
2022-11-04,0.0002931726855114189
2022-11-07,0.0003009732140591163
2022-11-08,0.00023605100624217402
2022-11-09,0.00013050998419598898
2022-11-10,-2.1319070629957832e-06
2022-11-11,-4.113952728110467e-06
2022-11-14,-2.0643228666653984e-05
2022-11-15,-6.752855818296729e-05
2022-11-16,-7.995912056884944e-05
2022-11-17,-5.969355005727459e-05
2022-11-18,-1.913651657559266e-05
