,beta_rolling_63j
2021-07-12,-0.03769774779186216
2021-07-13,-0.03890318747831427
2021-07-14,-0.04274968142644096
2021-07-15,-0.045442754472064924
2021-07-16,-0.04873259078404197
2021-07-19,-0.005889552795580789
2021-07-20,-0.00745735240202039
2021-07-21,0.007033200862549215
2021-07-22,0.010009687986488993
2021-07-23,0.004840750864244707
2021-07-26,0.0030208964197734993
2021-07-27,0.017152176722623556
2021-07-28,0.015090490593654138
2021-07-29,0.014816195763616912
2021-07-30,0.019256592677938784
2021-08-02,0.016182537676904786
2021-08-03,0.013518184457175184
2021-08-04,0.015797128660459302
2021-08-05,0.014609597217153342
2021-08-06,0.019285128290692052
2021-08-09,-0.001996455198518445
2021-08-10,-0.0023112606141723153
2021-08-11,0.005576868251893531
2021-08-12,0.014527204971985527
2021-08-13,0.020792136707975212
2021-08-16,0.03928272907537776
2021-08-17,0.05739396967464849
2021-08-18,0.053295295387139265
2021-08-19,0.07313794744856858
2021-08-20,0.06605571834098292
2021-08-23,0.06884918432088745
2021-08-24,0.06868774386684219
2021-08-25,0.06465318474733335
2021-08-26,0.07179079945849423
2021-08-27,0.07500368537008881
2021-08-30,0.07485815236744028
2021-08-31,0.08963685772273974
2021-09-01,0.08795011093659945
2021-09-02,0.08955207662674546
2021-09-03,0.08259137623076514
2021-09-06,0.08506789727944129
2021-09-07,0.07538726416579468
2021-09-08,0.08558942747411341
2021-09-09,0.08917915149021
2021-09-10,0.08674600903741031
2021-09-13,0.08683894092255404
2021-09-14,0.0981776945725288
2021-09-15,0.1080487237766011
2021-09-16,0.11120384220681703
2021-09-17,0.11089303108144474
2021-09-20,0.1124163112230494
2021-09-21,0.10501250512167566
2021-09-22,0.10705829736578776
2021-09-23,0.10714152774623101
2021-09-24,0.1026596163889682
2021-09-27,0.0998530424780791
2021-09-28,0.08231515795228407
2021-09-29,0.06747930770542754
2021-09-30,0.059559877927726004
2021-10-01,0.0590166082136529
2021-10-04,0.0659466302098838
2021-10-05,0.0630859873051749
2021-10-06,0.06116801230610177
2021-10-07,0.0643490223045092
2021-10-08,0.05607290523696364
2021-10-11,0.05836529081977955
2021-10-12,0.04619565208814953
2021-10-13,0.04017607589259719
2021-10-14,0.027454227260880152
2021-10-15,0.037822613720365765
2021-10-18,0.02836458271434824
2021-10-19,0.02405771170657053
2021-10-20,0.030572890363797244
2021-10-21,0.03336174953825107
2021-10-22,0.02304537172628871
2021-10-25,0.03384033720173831
2021-10-26,0.03140439429628321
2021-10-27,0.028198636936959457
2021-10-28,0.03635320362663099
2021-10-29,0.030681410852981587
2021-11-01,0.02829584171448069
2021-11-02,0.03288181565228729
2021-11-03,0.03363850254089645
2021-11-04,0.02974950698925275
2021-11-05,0.02833093111391393
2021-11-08,0.027809150844400627
2021-11-09,0.025171913463806147
2021-11-10,0.023230545371144867
2021-11-11,0.02241969865037815
2021-11-12,0.024838897254503178
2021-11-15,0.023671314056877935
2021-11-16,0.009679487576960714
2021-11-17,0.011995016300075354
2021-11-18,0.010911218511026959
2021-11-19,0.004513673604285482
2021-11-22,0.007608563737758032
2021-11-23,0.042053138662608264
2021-11-24,0.037475281891055
2021-11-25,0.03887004081538629
2021-11-26,0.026589522404008616
2021-11-29,0.02546949439220129
2021-11-30,0.014191658178171123
2021-12-01,0.004038936559063313
2021-12-02,0.008401445705959827
2021-12-03,0.010942817307338367
2021-12-06,0.00592569330544763
2021-12-07,0.005432879703538138
2021-12-08,0.005471000007902273
